genes,logFC,logCPM,LR,PValue,FDR,bnumber
yedY,0.344813938294336,4.6713029306094,2.27846566063419,0.131181594016209,0.328320519149738,b1971
yedZ,0.266889291205282,3.36951065494934,1.3047532352685,0.253346812454859,0.510274403671067,b1972
yeeA,-0.065998280921299,5.05833077937534,0.0966930175945544,0.755834824810423,0.895596874720498,b2008
yeeD,0.659120482686181,6.88737364310911,7.67922346178595,0.00558602004431734,0.0284873879895678,b2012
yeeE,0.668667386608076,7.50532194780019,10.4639985084431,0.0012172351963699,0.0071139902748601,b2013
yeeF,1.89715244009419,5.99915580768153,23.7346003512099,1.10576598199997e-06,1.02047078552519e-05,b2014
yeeI,-0.370407689247368,5.98038716849754,2.96439539039257,0.0851162719492911,0.249909706695437,b1976
yeeJ,-0.16817118705622,6.28225496705977,1.01660494943881,0.31332568052059,0.577326627204962,b1978
yeeN,-0.702797776031523,7.50436685786633,14.7295974406809,0.000124083028021307,0.000859367147156399,b1983
yeeO,0.32967731889066,5.1509011820084,1.69584354748086,0.192832448764385,0.428796978022887,b1985
yeeR,-0.324604519853661,5.38464450194457,3.30314848633691,0.0691472282005476,0.215434583983593,b2001
yeeS,-0.860233095346972,3.1788638452539,6.90906782796162,0.00857596896889674,0.0412467817112082,b2002
yeeT,-0.84472499898858,2.13334883600148,3.87090176631265,0.0491301177027225,0.167671387580618,b2003
yeeU,-0.901500610861377,2.38444131153115,5.40531650653663,0.0200755079767129,0.0831314659169925,b2004
yeeV,0.502715762668134,1.41747540736117,1.05341868319061,0.304721045187598,0.570228507273031,b2005
yeeW,0.0784350267557444,1.84498304771775,0.0303234349862826,0.861758381804799,0.950672313104358,b2006
yeeX,-1.19999664979131,8.98223176611637,22.8395168320234,1.76107258304793e-06,1.59122855359498e-05,b2007
yeeY,-0.0376945629839189,4.92844315318629,0.0360884672611284,0.849332914582651,0.945603523324114,b2015
yeeZ,-0.356752592308415,7.69915557704753,4.18671066747487,0.0407420753142858,0.145305551843435,b2016
yefM,-0.600164807522396,5.76292856992052,8.58160727326752,0.0033957549740273,0.0181513189762672,b2017
yegD,0.194237647274666,4.18917877602761,0.798290196317118,0.371605064847929,0.63311384390851,b2069
yegE,0.908309348719368,6.26879348709845,24.0869690808009,9.20813123171874e-07,8.60820753025827e-06,b2067
yegH,-0.258157223463634,6.91615003929311,2.51002640417699,0.113124036293282,0.300035787807313,b2063
yegI,-0.0814881156790955,3.98046093838191,0.110725379625127,0.739319807981922,0.889238228927511,b2070
yegJ,0.0575010052616478,1.90785571141226,0.0196264524126932,0.888585372680351,0.964790767741377,b2071
yegK,-0.356500284488531,1.73713614744498,0.40623169594229,0.523888371054965,0.768209782182967,b2072
yegL,0.779900880019537,2.05650477218192,2.54620245993272,0.110559710352565,0.296404338307095,b2073
yegP,0.28914060216984,7.13248465979974,2.22725569223192,0.135594496548273,0.334838553797594,b2080
yegQ,1.50794285503464,8.37190322002921,23.8521443414821,1.04025932675481e-06,9.6621075962452e-06,b2081
yegR,-0.0560753332501001,1.24804606692798,0.0110717883623606,0.916199205163321,0.976313781302745,b2085
yegS,0.765810449614573,5.38328697455324,12.9187198474792,0.000325312266803287,0.00207536732691787,b2086
yegT,-0.218200075437424,2.78032843044917,0.282165536436489,0.59528534770577,0.814491906569366,b2098
yegU,-0.439703413194813,3.64579649313238,4.23997824777196,0.0394826728853508,0.141869968225753,b2099
yegV,-0.323808352687516,3.75908334867676,2.11753953699039,0.145620320222416,0.352739295031191,b2100
yegW,0.0156570908211167,4.60743424875121,0.00685367757023703,0.934020953196466,0.983405309179327,b2101
yegX,-0.00102228636944722,4.69894937155557,2.24624399511875e-05,0.996218475659487,1,b2102
yehA,-0.284015348440152,2.06006871249655,0.44535093974272,0.504551027537317,0.751692269035416,b2108
yehB,-0.229119324740671,3.03768063740709,0.341816586714849,0.558782525810133,0.788548949935248,b2109
yehC,-0.888135000744105,0.704919235908318,1.22036740701096,0.269288560298785,0.532048166482366,b2110
yehD,-3.21036634882271,2.41989538767533,55.1500983638788,1.11668079386386e-13,1.77968426151218e-12,b2111
yehE,0.481449405966205,4.87692984938301,5.36185633342058,0.0205818539250303,0.0846600258116247,b2112
yehI,-0.107434368913556,4.6112295783619,0.175428901274548,0.675331363037077,0.859596907165889,b2118
yehK,0.021140664865875,0.471354002382144,0.000433829178911438,0.983382409974933,1,b4541
yehL,-0.105849642320584,2.29505435769481,0.0367208106054084,0.848034588796548,0.945202939099946,b2119
yehM,-0.212594766910479,3.24695533022069,0.332645378489928,0.564105529704631,0.792573774493917,b2120
yehP,0.113379372575689,2.25327052235114,0.0568622120525788,0.811525896284894,0.929210059929602,b2121
yehQ,-0.136414556471959,3.85010670059589,0.227003942986457,0.633754313558829,0.839497444972606,b2122
yehR,-0.26480786365804,1.86236493266897,0.387700038885806,0.533510843138944,0.775053256480693,b2123
yehS,-0.111100501589054,4.59536032447248,0.366548091458723,0.544891892770902,0.781126584208992,b2124
yehT,-1.01125358323139,4.02033050356425,17.435450674299,2.97230534398193e-05,0.000223258900533182,b2125
yehU,-0.650713207077641,4.32086092012314,7.63979679949351,0.00570943486524784,0.0290106460976535,b2126
yehW,0.912484210749659,4.44306817191067,14.6126916910796,0.000132022406220353,0.000907969382907172,b2128
yehX,0.693861943948368,4.33699575120568,11.9075103227461,0.000559080737016846,0.0034446072798513,b2129
yehY,0.895750619341092,5.21015208167971,17.0289037420987,3.68151179427998e-05,0.000272734981809524,b2130
yehZ,1.03247896191227,6.5079072952075,22.6936512665952,1.89994572418192e-06,1.71312433877697e-05,b2131
yeiA,-1.26447856107552,4.00109248642116,24.5618900314454,7.19609323616408e-07,6.90665037488725e-06,b2147
yeiB,1.73525876629588,5.75734400824723,77.118353509847,1.61014065673988e-18,3.10455245377659e-17,b2152
yeiC,-0.73929339480475,1.25120945477865,1.10413607545053,0.293360197149324,0.560185385299349,b2166
yeiE,-0.83277177231292,4.47614400260666,15.4031756465963,8.68422285321287e-05,0.000611862292055896,b2157
yeiG,0.0725415971891534,7.49362387723037,0.142485131174758,0.705822848731956,0.876076467707567,b2154
yeiH,-0.738469571383425,4.15847186722337,11.3664040634083,0.000747845225977372,0.00453643754353409,b2158
yeiI,0.542653514506612,5.78863354382235,6.0894065359239,0.013599475819077,0.0608034534809456,b2160
yeiJ,-0.21305155494404,2.74247929532168,0.165423409456843,0.684211616785925,0.863483470788317,b2161
yeiL,-0.370605549525715,1.61556619679521,0.302077717025449,0.582582801257611,0.804661054886992,b2163
yeiM,-0.382888485650162,3.3522046420816,2.12705097803417,0.144718948369603,0.351344091067069,b2164
yeiN,0.183581302122131,2.01511662726847,0.113502324335646,0.736191486103311,0.888342120975646,b2165
yeiP,0.0289864340270455,5.67510628465409,0.0119686015449645,0.912884358181768,0.975893768424859,b2171
yeiQ,0.0372880040802008,3.10907599065659,0.0126593754079134,0.910415957169676,0.97425334960749,b2172
yeiR,0.368107131218258,5.34907598482619,4.22536110926448,0.0398241442436796,0.142620629343658,b2173
yeiS,-0.860676269282812,2.3740378059604,3.70675692689141,0.0541925897854383,0.179354632401002,b2145
yeiT,-2.18003401221201,4.27682734291998,82.9058532042725,8.60559833539355e-20,1.76988472431261e-18,b2146
yeiU,0.58626895646081,3.89517821053868,5.57935942846332,0.0181733686706622,0.0769668271660499,b2174
yeiW,-0.461483028681714,3.10278032859734,2.89676681078122,0.0887574163146606,0.25689434268582,b4502
yejA,-0.276932473937502,5.33638216586276,1.81881225461698,0.177454722399339,0.405214645085079,b2177
yejB,-0.0310014682525136,3.71537305527218,0.0159263580577012,0.89957386834732,0.969376132083851,b2178
yejE,-0.336063124386201,3.83247014753703,2.2854337029928,0.130593631990747,0.327736139783868,b2179
yejF,-0.038867990958537,5.9787983902382,0.0500607932705646,0.822957522715168,0.935474012198857,b2180
yejG,3.14048445774737,6.06986584063123,200.699385952047,1.46964191110386e-45,7.74071148055801e-44,b2181
yejH,-0.0259746105496286,5.17885791151846,0.0162298607165221,0.898626609549171,0.969080730747283,b2184
yejK,0.193892270973625,6.87543645341678,0.802468628117685,0.370356313716839,0.632614542934701,b2186
yejL,-0.034117125002616,6.38641958319208,0.0414679069749124,0.83863740889703,0.940308280013743,b2187
yejM,0.264413824627023,7.19406592168265,2.20991708467157,0.137126041021966,0.337462889557761,b2188
yejO,0.00265449316279628,5.4822665342919,0.000174650991728864,0.989455816677858,1,b2190
yfaA,-0.36332595505741,3.59132449046955,1.86176476583013,0.172421259097883,0.397121835339533,b2230
yfaD,-0.237356610554999,4.99277980421774,1.03953226098398,0.307930280575733,0.571995622300236,b2244
yfaE,0.339334644566075,4.69752202865378,3.38423408172686,0.0658227547497037,0.207961828894097,b2236
yfaH,-0.203608655489777,1.10552424392755,0.141047530208495,0.707241838427697,0.877180030234451,b2238
yfaL,-0.515873245163124,6.07501956963467,8.45514063643786,0.00364013100850365,0.0192668208648619,b2233
yfaO,-0.18334088472764,3.41578577447693,0.267580932373992,0.604959138746694,0.821382747641299,b2251
yfaP,-0.737882508459684,2.56565938890958,2.78530788756297,0.0951324087285665,0.268722611706134,b2225
yfaQ,-0.339108440652336,3.46576753354805,2.22149322750048,0.136101368191921,0.335706344500802,b2226
yfaT,0.68013649465115,1.24991594980766,0.913825017789925,0.339101561788947,0.603787884466254,b2229
yfaU,0.0496163013674001,3.63789082109891,0.0457945121298233,0.83054976812409,0.93757042564766,b2245
yfaV,-0.434053989671905,2.58001186590988,1.02539057902653,0.311243752310797,0.575307479599345,b2246
yfaW,-0.319188074952111,1.92251731409926,0.217598240986658,0.640876063410887,0.843628076157154,b2247
yfaX,-0.544575345247133,2.05257316659101,1.80027435442184,0.179679330306072,0.408654569558676,b2248
yfaY,-0.078826120098708,6.74184377182639,0.21667446841214,0.641585573513633,0.844047545539257,b2249
yfaZ,0.180154417144603,3.30497575992248,0.436605394710115,0.508765453835294,0.755632269854417,b2250
yfbB,-0.581799741814818,4.36638244016121,9.08190538903663,0.00258150942556603,0.0141312284017993,b2263
yfbE,0.245353629010326,5.15729010087876,0.86331955288116,0.352811402657791,0.615098814335187,b2253
yfbF,0.275105949457492,4.28479354071657,0.78092693007417,0.376857801479812,0.637647449383098,b2254
yfbG,0.183779238420949,5.74384023018822,0.88272980324303,0.347455096890268,0.611017330402715,b2255
yfbH,-0.0526933406805657,4.11181453611546,0.0747667375713529,0.784518797495481,0.915399574202384,b2256
yfbJ,-0.709917805975468,3.54507572497667,9.64640781326788,0.00189722235239472,0.0107534164566834,b2258
yfbK,-0.386176716980615,3.37318302333229,1.59580078138645,0.206499317855125,0.447277108232842,b2270
yfbL,-0.0866982115171265,2.23609808469229,0.0260154450984285,0.871862603921137,0.956700860349438,b2271
yfbM,-1.76858784898256,2.49400297939545,19.6956707239111,9.08068527344855e-06,7.38866044295156e-05,b2272
yfbN,0.213506250407679,1.47266561712733,0.152875464599773,0.695802468116432,0.872164702396663,b2273
yfbO,-0.265059109811891,2.12186540191356,0.468066419621527,0.493878053349874,0.746860239766815,b2274
yfbP,0.426494116075819,3.31564215764939,2.40763761079183,0.120744458197799,0.31147967202539,b2275
yfbQ,-0.930131217450357,6.66784827200522,23.1669070294831,1.48531518884052e-06,1.35339162459963e-05,b2290
yfbR,-0.0376500370403209,5.08579755428801,0.0334855339930193,0.854805449287457,0.947440372884162,b2291
yfbS,-1.08381276216241,5.62530208915028,36.1049852282982,1.86967917314745e-09,2.36807752164922e-08,b2292
yfbT,-0.890248540425999,7.8106994058231,22.06220099031,2.63956542777215e-06,2.36030705642814e-05,b2293
yfbU,-1.07845873280546,7.809698412968,31.462704020352,2.03308052476413e-08,2.31685350566128e-07,b2294
yfbV,0.140545991220908,6.12089114435035,0.527915537708031,0.467484531382791,0.722384862626931,b2295
yfbW,-0.127806250619742,2.52623497979799,0.12258685064818,0.726245602261523,0.883483933081545,b4544
yfcA,-0.103060253140631,6.01527380338206,0.244147217790358,0.621226691024549,0.831151066909772,b2327
yfcC,-3.35800630763977,5.97616583630162,239.792057848842,4.36562346973689e-54,3.42820504832611e-52,b2298
yfcD,0.0488460412483555,7.23597381014322,0.0749114041337826,0.784315579113226,0.915399574202384,b2299
yfcE,0.118517285441916,6.90568983813987,0.511491338669792,0.474493978692807,0.729821757113331,b2300
yfcF,0.542967577435903,4.79888622413785,8.11680420582657,0.00438568029130207,0.0229219237581554,b2301
yfcG,0.814336990405642,4.50966131335715,14.0583559905051,0.000177224645728786,0.00117758960754251,b2302
yfcH,0.718434900882258,7.11160349528074,17.0953427817636,3.55493724225147e-05,0.000264720240504898,b2304
yfcI,0.176399689696475,4.71437702962256,0.567602056032585,0.4512133719043,0.709535021686366,b2305
yfcJ,0.123523431843667,4.17401673325335,0.365540246016354,0.545445309020562,0.781126584208992,b2322
yfcL,0.780384561666973,5.28421644108431,14.2695091388631,0.000158410261919169,0.00106403409211336,b2325
yfcM,-0.221171671601173,6.21443838028888,1.40216349230826,0.236361667180464,0.488936027943138,b2326
yfcN,-0.191223916176261,6.33714798713743,1.20051841694014,0.273218088071882,0.535704446572508,b2331
yfcO,-0.217178348047788,5.81974117309018,1.21160680125924,0.271014132341165,0.534111299365856,b2332
yfcP,0.31807555181412,1.93126979596357,0.474300035559545,0.491015574046709,0.744412954462028,b2333
yfcQ,0.390269428974368,1.3623812640863,0.559175749833958,0.454592536216448,0.712499702508418,b2334
yfcR,0.250081746356947,1.7340052891035,0.308830446393288,0.578398758412191,0.801188017184815,b2335
yfcS,-0.874531538916041,1.56924796490887,2.92113840268607,0.0874261648612462,0.254271788576244,b2336
yfcT,-0.454426584284466,2.24494150772374,1.39873607724379,0.236935307144572,0.48939435272951,b4661
yfcU,-0.373553693111509,4.32894904433072,3.80695466638572,0.0510401695497227,0.171417179070958,b4661
yfcV,-0.459215886629729,1.33227392077903,0.827220534339272,0.363077473736096,0.624966195438303,b2339
yfcX,1.81469181898988,5.27662946377725,59.9106114503776,9.92648147042519e-15,1.68127346944182e-13,b2341
yfcY,1.94603330914703,4.19081944099487,57.3106858394094,3.72127900743903e-14,6.11110419510615e-13,b2342
yfcZ,-1.47400547388716,6.47576338942305,36.4915123223455,1.53332483748906e-09,1.97096130152239e-08,b2343
yfdC,0.409138923560466,4.34274986695436,3.04806646707784,0.080833324380508,0.241604932871567,b2347
yfdE,0.481108704086651,2.8790073326096,1.45582333500834,0.227595842742916,0.477177885828473,b2371
yfdF,-0.703798503494702,2.21618416991691,3.68509495190864,0.0549008455255299,0.181281920355324,b2345
yfdG,0.100303777576383,4.67568172314991,0.185436087613412,0.666742582757898,0.855768563129677,b2350
yfdH,0.178360359673103,6.3438725662153,0.558639484510337,0.454808934862013,0.712499702508418,b2351
yfdI,0.521628482763048,4.10183017661405,1.39260264947686,0.237966065758349,0.490819215859746,b2352
yfdK,-0.351458260934206,2.64007418651477,1.13100230331861,0.287561646746481,0.553466467155995,b2354
yfdL,-0.66121493800784,1.4345917620987,0.841717540812539,0.358906014906436,0.621288608569498,b2355
yfdM,-0.725880723974541,0.349448153088325,0.744490906861103,0.388226067362439,0.649902474782316,b2356
yfdN,-0.131251778961087,0.693342882058235,0.0233893530518348,0.878448918803112,0.960025526394393,b2357
yfdO,-1.02910112549502,0.541047964782985,2.38783784581469,0.122282652890761,0.314143926678604,b2358
yfdP,-0.373335111030034,1.59793855399708,0.579912360062147,0.446346675038036,0.705626387075138,b2359
yfdQ,-0.597280216880547,3.21798322992534,5.42888345878125,0.0198063387270916,0.0824119238557885,b2360
yfdR,0.305257889619403,0.831531921893615,0.254641893885911,0.613825377326584,0.826703415993063,b2361
yfdS,0.446822468226247,0.768696164917895,0.441294751932719,0.506498194887073,0.75381313015757,b2362
yfdT,-0.970945675787645,1.17129313964522,3.52655733884688,0.0603930639198807,0.195384002299599,b2363
yfdV,0.284844141432431,2.17395328784619,0.382397780031615,0.536322770489595,0.775746164013583,b2372
yfdX,0.102643603182846,1.96031368338508,0.0436555927308584,0.834495695857449,0.938358373555978,b2375
yfdY,-0.114859413634328,3.97466308356245,0.257070517556774,0.612139929548828,0.82531669499594,b2377
yfdZ,0.230564108544084,6.09247465017009,1.96559502992723,0.16091620198251,0.377715802370904,b2379
yfeA,0.00611190151272497,6.26975034655141,0.00114362237102039,0.973022691971352,0.99963963050054,b2395
yfeC,-0.840232690247812,4.07109086256432,16.251687134648,5.54601866227324e-05,0.0004005560970294,b2398
yfeD,-0.559502862756084,4.21132494102353,5.82329383833063,0.0158153010822925,0.0687373821722582,b2399
yfeG,0.0988852757175789,4.64810951375037,0.214392698186882,0.643346023697553,0.844826984476941,b2437
yfeH,0.313896381128642,4.8910587993237,2.20619814071488,0.137457058586034,0.33806599037289,b2410
yfeK,-0.264695874790204,3.3150067895263,0.909731598327703,0.34018564360473,0.604634483427502,b2419
yfeN,0.18963317582101,3.06507033542967,0.480251002137352,0.488308644969447,0.742084812675243,b2408
yfeO,0.0449439470378816,4.88058638404142,0.0369024077633311,0.847663879471217,0.945033633308257,b2389
yfeR,-0.196723497407117,4.2843663063549,0.940674536784793,0.33210442841793,0.596536698050222,b2409
yfeS,0.43054153075292,5.91572617555509,6.10370769618286,0.0134898558280561,0.0603758417838078,b2420
yfeT,-0.268166993425358,3.25356668449679,1.03902396672192,0.308048580104271,0.571995622300236,b2427
yfeU,-0.12345037324561,3.366946702133,0.144640947737396,0.703710188758574,0.875081414092452,b2428
yfeW,-0.601523231476653,4.03097880454668,8.41788821422918,0.00371547094603631,0.0195935519120034,b2430
yfeX,-1.22770910463127,8.02755901994646,43.8134900782031,3.61206751440792e-11,5.16573496514165e-10,b2431
yfeY,0.307599804661799,6.59361854056398,2.38363161476971,0.122612214480288,0.314466837494279,b2432
yfeZ,0.0584555772184943,4.62315365316048,0.0867028672728631,0.768411386074422,0.906211543118731,b2433
yffB,0.32071369496709,4.45785700196045,1.1701282083631,0.279374898711954,0.542545048352936,b2471
yffH,-0.275331768424125,5.05269122303043,2.04257192644272,0.152950850463186,0.364365539520408,b2467
yffI,0.420513849095488,4.04197782132122,4.07568164892525,0.043504709486946,0.153010456249283,b2438
yfgA,0.0501335863192163,7.92961567604987,0.0663934940640338,0.796662102466669,0.923077132680261,b2516
yfgB,0.580252542056889,6.473871085935,7.57167343539648,0.00592927083905479,0.0300217124898917,b2517
yfgC,-0.109333388798627,7.42166119052434,0.363762879169808,0.546423819397616,0.781126584208992,b2494
yfgD,0.65368616963712,7.09371290376748,9.21861018027274,0.00239567338120745,0.0132482885191229,b2495
yfgF,-0.351688826388866,4.36560189862831,2.77722440742689,0.0956137393802378,0.269729418930926,b2503
yfgG,0.195658841819309,5.66885461309826,0.633229987933053,0.426173002576166,0.687833033679545,b2504
yfgH,0.204392655666554,1.87907768601046,0.175239024462904,0.675497083334343,0.859596907165889,b2505
yfgI,0.506620715320136,2.44506865919015,1.80924882248278,0.178598366962772,0.406831387727825,b2506
yfgJ,0.00639154308834539,4.78211564580554,0.000923027629363027,0.975762902763453,1,b2510
yfgL,0.10075184329186,8.69446721404867,0.248667734037255,0.618014732952992,0.828174257407375,b2512
yfgM,0.0254823882037341,7.71053505153685,0.0206848075577541,0.885640920530736,0.963266259901953,b2513
yfgO,-0.0801216515662052,5.5462314419961,0.194608583937992,0.659108295854056,0.852020671043065,b2493
yfhA,-0.18402862926844,6.07170791006365,1.22813439736009,0.267770160371289,0.530261037434019,b2554
yfhB,-0.0548816303257726,5.94270547407321,0.0745382781344368,0.784840153570601,0.915399574202384,b2560
yfhD,0.398821302253768,4.88508211971331,3.3462019254069,0.0673602676724961,0.210888514755235,b2558
yfhG,-0.187914272182339,5.44097064644521,0.920718457455935,0.337286399494494,0.602207506993269,b2555
yfhH,-1.08653328637022,5.1209212349333,34.1432059645804,5.1201694309434e-09,6.22929909077311e-08,b2561
yfhJ,2.43750075952834,7.31343276608405,142.319039783177,8.28174803402869e-33,2.68938870368195e-31,b2524
yfhK,-0.056012991730793,5.95172906331862,0.0976800096236841,0.754631678561713,0.895153589592979,b2556
yfhL,-0.0998694135118881,4.0137030387163,0.101661880742543,0.749844353901205,0.893063327670695,b2562
yfhM,-0.395590134529876,7.92320106087868,4.66311378269362,0.0308172558313829,0.116959339135099,b2520
yfhQ,-0.0285649750701194,7.67039081871439,0.0198088909151295,0.888072135289487,0.964683992031009,b2532
yfhR,-0.43984352855429,2.89792096286075,1.3463424353642,0.245918556351112,0.500764849071406,b2534
yfiA,1.08258575808247,8.86094824996123,17.6128717062455,2.70749598426518e-05,0.000204434880350373,b2597
yfiB,-0.394043195709169,4.87933555071505,3.58710456314769,0.0582296156910842,0.189663431500598,b2605
yfiC,-0.158201226418462,5.20444635543455,0.703695691424237,0.401544667808575,0.663455019229241,b2575
yfiD,0.587390498635457,9.51922561715617,2.72281357660324,0.0989235030669144,0.275113077750163,b2579
yfiE,-0.0349932849404138,4.1401194584051,0.0254610788629437,0.873223530329506,0.957707574274539,b2577
yfiF,0.213781776398861,6.95556672485117,1.49228610954345,0.221862095567395,0.46971685821352,b2581
yfiH,0.307829221442702,6.12090001738981,2.89129571308031,0.0890592740439864,0.25689434268582,b2593
yfiK,0.237200277720924,3.33110661414748,0.629516490901493,0.42753272366764,0.68907311675637,b2578
yfiL,0.0978363810892217,4.14731474940737,0.134713847653627,0.713593768124519,0.878893448572924,b2602
yfiM,2.65302389363915,5.79181049315906,144.12800389879,3.33123132080503e-33,1.09828916599671e-31,b2586
yfiN,-0.0856734857085074,4.80651223575825,0.183389629212095,0.668476285114543,0.856513475243181,b2604
yfiO,-0.0882525374067058,8.62488952169628,0.210933176630695,0.646036970966839,0.845781654321242,b2595
yfiP,-0.00628294266369641,4.3873933288414,0.00105754825948567,0.97405739301539,0.99998903742179,b2583
yfiQ,-0.0726686503973954,6.67536262769176,0.205601522738618,0.650236948796445,0.848194920523059,b2584
yfiR,-0.280713299138939,4.7056009937843,1.38355290668401,0.239496883978205,0.493178923811712,b2603
yfjB,-0.103992901542444,6.30199334691921,0.339723088766854,0.559989103942327,0.789032593028976,b2615
yfjD,-0.111365778857335,5.75439289757333,0.379765598273089,0.537728710874691,0.776220020811427,b4461
yfjF,0.285330445396613,5.10691486645551,1.38960670564993,0.238471528845929,0.491626984766382,b2618
yfjG,0.267031711272835,6.16361214088916,2.4288293147112,0.119121830593839,0.308470211691638,b2619
yfjH,-0.576001048085582,4.34418547945009,8.82980195759069,0.00296350545355305,0.016079623183286,b2623
yfjI,-0.388340968540062,2.24165430645928,0.606632118412167,0.436058702361097,0.697532420554658,b2625
yfjJ,-0.48440316403174,1.44953044817671,0.997525973998598,0.317909891172088,0.581383367813817,b2626
yfjK,-0.834033798680529,6.45409836155375,24.950003779675,5.88364150016051e-07,5.67219813374849e-06,b2627
yfjL,-0.778945786524523,6.55266395787815,19.8552152293445,8.35345223259565e-06,6.87210670334869e-05,b2628
yfjM,-0.400126412134153,2.09080862977295,1.08105994362431,0.298460560358915,0.566141320976238,b2629
yfjN,-0.628894739781395,8.22795634621781,9.46675520873739,0.00209229138969193,0.0117358526130902,b2630
yfjO,-0.284492989551032,5.8212443316952,1.64497464613156,0.199644291048853,0.4370317754891,b2631
yfjP,-0.297702044097757,2.65814191376754,0.441414654355664,0.506440451109619,0.75381313015757,b2632
yfjQ,0.0431055329552092,2.18985321134094,0.0100266875670396,0.920238459760735,0.976400655959694,b2633
yfjR,-0.102444584838632,2.2200780619928,0.080822352291237,0.776186062465338,0.911211634625658,b2634
yfjS,0.426243968622603,1.5816358851406,0.869477805105346,0.351099914817034,0.614424850929809,b2636
yfjT,-0.0883209060437728,3.05513617233224,0.0694385874598122,0.792155956167844,0.920947933967407,b2637
yfjU,0.239604746089449,3.83743053208449,0.772541984334064,0.379431816109369,0.639393684657185,b2638
yfjV,-0.137416003264094,0.929152914352026,0.0435276393550241,0.83473491429571,0.938358373555978,b2641
yfjW,-0.884713438364406,4.45916408924457,9.5158628529727,0.00203703301429736,0.0114705939879404,b2642
yfjX,0.134530173398682,2.14141170256637,0.111603563259799,0.738325835739057,0.889190411887638,b2643
yfjY,-0.805502453479132,1.1900731291175,1.37536741264392,0.240891824319627,0.494492295264482,b2644
yfjZ,-0.104827412099489,1.24771852176717,0.0439228686718613,0.833997181023994,0.938358373555978,b2645
ygaC,0.163625416034433,5.22234718537239,0.660918863905586,0.416235737101468,0.678591099151384,b2671
ygaD,-0.0159372584334432,5.67655846238953,0.00841961644452027,0.926889942554252,0.979235363680269,b2700
ygaD,-0.0159372584334432,5.67655846238953,0.00841961644452027,0.926889942554252,0.979235363680269,b2676
ygaF,0.943699596613089,4.79704463168984,21.3426759393954,3.84085298234386e-06,3.35802510743788e-05,b2660
ygaH,-0.370808171146584,5.27278254307551,3.69401540890231,0.0546080030487627,0.180452919026478,b2683
ygaM,0.535609421208406,7.34505509419507,4.99636956944497,0.0254005442204228,0.100187169395439,b2672
ygaP,-0.210988737384534,4.23061713105606,1.06185992378077,0.302791362531533,0.569775233769989,b2668
ygaQ,0.266676008030075,-0.281122700005188,0.06133850093007,0.804392757086823,0.924782967743564,b4462
ygaR,0.409618114573867,1.27752010756278,0.380400266088811,0.537389098546787,0.776125090306042,b4462
ygaT,1.35765265764677,4.42898774575795,37.3192829533759,1.00288077447502e-09,1.30465122438482e-08,b2659
ygaU,0.553414532892049,8.27852410537564,5.03241623904687,0.024877168741363,0.0984825772630125,b2665
ygaV,0.043463676860094,2.57741534100769,0.0150582793602685,0.902335017746637,0.971016840465801,b2667
ygaW,0.436279501450136,8.07080739033765,5.03675027102969,0.0248149996271199,0.0984168809821222,b2670
ygaZ,-0.214927323482607,6.68079316382579,1.65152839532938,0.19875103592644,0.436181770409702,b2682
ygbA,-0.133352280496486,2.36937022295305,0.126442370450843,0.722149611168236,0.882808992537676,b2732
ygbE,0.997989246846331,5.58738447540045,26.0809451398624,3.27399175876085e-07,3.25065986346853e-06,b2749
ygbF,-0.128189442603158,2.06456592620462,0.09837763003656,0.753785296587738,0.894939394660723,b2754
ygbI,-0.0364593754383936,4.62573864836397,0.0262612887814466,0.871263840526868,0.956446655778003,b2735
ygbJ,0.0218283963551726,2.73500552345564,0.00326283260134685,0.954448641082157,0.994324555796806,b2736
ygbK,0.136311168532546,3.28076857907916,0.294713314770467,0.587215838761577,0.80847472349737,b2737
ygbL,-0.292735161762517,2.3252039575257,0.40410598743743,0.524976336131604,0.768861578756323,b2738
ygbM,-0.0394365264041659,2.85203409397737,0.0178041057254064,0.893851718285546,0.966652298191436,b2739
ygbN,-0.111037360172293,3.57074157610908,0.159888011294423,0.689259642955437,0.86748347422071,b2740
ygbT,0.0475901440391183,3.65279836238568,0.0439694638779067,0.833910435308797,0.938358373555978,b2755
ygcB,-0.493406516998745,4.30106586751102,2.07775952925081,0.14945941223594,0.358221532434531,b2761
ygcE,-0.093669721678048,2.83761310258552,0.0494512519143626,0.824020901857764,0.935926336069407,b2776
ygcF,0.178423574744253,4.95830240893915,0.866665734298277,0.351880031152698,0.614522597417485,b2777
ygcG,0.110549626067493,1.49945412215695,0.017566459140097,0.894558357628798,0.966652298191436,b2778
ygcH,-0.19998685357606,2.9726184466921,0.55062953777567,0.45806057939633,0.715243543894703,b2756
ygcI,-0.146603185746572,3.13934596650161,0.208574647540311,0.647886881674041,0.845895840976476,b2757
ygcJ,-0.340295480745309,3.52941059227025,2.04128479639915,0.153080303771273,0.364472895252551,b2758
ygcK,-0.186886648270086,2.33244040817729,0.264353798592655,0.607144690925718,0.822529657166227,b2759
ygcL,0.192761152697497,3.05583960086061,0.242317295838787,0.62253742857813,0.831911866964401,b2760
ygcM,0.828296245366957,4.81110016644525,9.93152081364153,0.00162472239871624,0.00928197888896224,b2765
ygcN,-0.30165860515618,3.5501155372003,1.68969270954521,0.193641481765453,0.42955190536466,b2766
